title,platform,release_year,genre,publisher,sales_na,sales_eu,sales_jp,sales_others,sales_global,score,count_critic,developer,content_rating
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13,39,13,3DO,T
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,Omega Force,T
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,Light Weight,T
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,43,5,THQ Australia,E10+
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,Ubisoft Romania,M
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14,64,15,Bizarre Creations,T
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,Liquid Entertainment,T
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,Double Helix Games,T
The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15,39,27,Kylotonn,M
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,Virtual Air Guitar Company,T
ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0,0.01,0.15,63,75,"Armature Studio, comcept",T
Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0,0.02,0.16,76,43,"Gearbox Software, WayForward",T
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,Omega Force,T
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0,0.02,0.17,61,12,Double Helix Games,T
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.1,0.05,0,0.04,0.2,58,57,WayForward,M
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0,0.01,0.17,68,33,Eurocom Entertainment Software,E10+
Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0,0.01,0.17,60,48,Next Level Games,T
Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,61,5,Vicarious Visions,E10+
Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0,0.03,0.2,65,52,"Namco Bandai Games America, Namco Bandai Games",M
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0,0,0.2,40,5,Full Fat,E
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0,0,0.21,55,4,Natsume,E
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,K2 LLC,M
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24,65,70,"Namco Bandai Games America, Namco Bandai Games",M
The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,77,44,Surreal Software,M
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0,0.02,0.24,76,15,Vicarious Visions,E10+
Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23,66,33,Illusion Softworks,M
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,Radical Entertainment,T
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0,0.02,0.23,58,21,Headstrong Games,T
Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0,0.02,0.26,63,13,"Rovio Mobile, Rovio Entertainment",E
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,Electronic Arts,E10+
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25,57,50,Beenox,T
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,Double Helix Games,T
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,52,26,Adrenium,T
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,Ubisoft Shanghai,T
Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24,61,32,7 Studios,T
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24,81,30,Ubisoft Montpellier,T
Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.05,0,0.04,0.3,66,18,Beenox,E10+
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,58,51,Propaganda Games,T
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08,69,16,Novarama,E10+
Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.06,83,30,Remedy Entertainment,T
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0,0.01,0.09,70,22,Mercury Steam,M
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0,0.01,0.12,77,7,TT Games,E10+
Rango: The Video Game,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,Behaviour Interactive,E10+
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0,0.01,0.15,30,5,Paradox Development,E
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16,81,40,Tecmo,M
Catwoman,PS2,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,46,35,Argonaut Games,T
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0,0.02,0.16,42,31,Game Republic,T
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0,0.01,0.17,35,4,3DO,T
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0,0.02,0.18,70,42,DONTNOD Entertainment,M
Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0,0.03,0.19,61,34,Next Level Games,T
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19,86,45,Volition Inc.,M
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,0.2,75,40,Techland,M
G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22,68,22,Eurocom Entertainment Software,E10+
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,Ubisoft,E10+
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0,0.02,0.22,61,59,InXile Entertainment,M
Up,PS3,2009,Action,THQ,0.15,0.06,0,0.03,0.25,65,5,Heavy Iron Studios,E10+
NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,EA Canada,E10+
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24,68,33,Digital Eclipse,M
Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0,0.01,0.27,62,46,7 Studios,T
True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01,0.28,60,43,Exakt,M
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,KCET,M
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,Rockstar Toronto,M
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01,0.3,56,22,Konami,E
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32,92,33,Ubisoft,T
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0,0.07,0,0,0.08,65,5,WayForward,E10+
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01,0.09,74,40,Nixxes Software,T
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.04,0.07,0,0.01,0.12,86,37,Arkane Studios,M
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0,0.01,0.12,75,5,Ubisoft Toronto,M
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.13,76,8,Blue Byte,E10+
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,0.18,64,19,Traveller's Tales,E10+
RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17,71,27,Terminal Reality,M
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16,51,17,Airtight Games,M
World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,65,16,3DO,T
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19,68,13,Krome Studios,E10+
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,75,37,Surreal Software,M
Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19,58,33,K2 LLC,M
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19,68,37,BottleRocket Entertainment,M
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,72,27,Eurocom Entertainment Software,T
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18,68,10,Lost Toys,E
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18,84,15,Kronos Digital Entertainment,M
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2,47,14,Eurocom Entertainment Software,M
The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0,0.02,0.2,57,19,Pivotal Games,T
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0,0.03,0.21,43,32,Double Helix Games,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,73,8,Dimps Corporation,T
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0,0.02,0.21,53,4,THQ,T
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.22,58,43,Beenox,T
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0,0.03,0.24,50,33,Silicon Knights,T
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0,0.02,0.25,50,5,LucasArts,T
Up,X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29,61,18,Heavy Iron Studios,E10+
The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31,73,39,Shiny Entertainment,T
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33,63,11,Artificial Mind and Movement,E10+
Hulk,XB,2003,Action,Universal Interactive,0.25,0.07,0,0.01,0.33,69,25,Radical Entertainment,T
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,0.26,0.07,0,0.01,0.34,57,25,Konami,E
Pac-Man World 2,GC,2002,Action,Nintendo,0.28,0.07,0,0.01,0.37,74,18,Namco,E
Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0,0.01,0.37,76,36,Treyarch,T
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,"Crystal Dynamics, Nixxes Software",M
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0,0.08,0,0,0.09,76,30,MachineGames,M
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,83,20,Ubisoft Montreal,M
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,0.1,73,13,Ivory Tower,T
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0,0.02,0.14,45,16,The Fun Pimps Entertainment LLC,M
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0,0.02,0.17,69,14,Io Interactive,M
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0,0.03,0.21,69,4,"Treyarch, Shaba Games",E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2,53,20,KCE Studios,E10+
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,81,25,Ion Storm,M
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,68,26,Cranky Pants Games,M
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0,0.03,0.2,71,40,Stormfront Studios,T
Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21,78,54,Crystal Dynamics,T
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,Toys for Bob,E10+
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0,0.02,0.22,88,22,Arkane Studios,M
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0,0.05,0.31,81,51,Vicarious Visions,E10+
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0,0.02,0.27,72,48,Capcom Vancouver,M
Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.2,0.08,0,0.01,0.28,69,12,Webfoot Technologies,E10+
Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.22,0.08,0,0.01,0.31,81,15,Capcom,E
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0,0.02,0.32,68,38,Konami,M
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,Beenox,T
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,84,27,Visual Concepts,E
300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0,0.07,0.41,55,31,Collision Studios,M
Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38,67,22,EA Games,E
Rampage: Total Destruction,GC,2006,Action,Midway Games,0.31,0.08,0,0.01,0.4,57,24,"Pipeworks Software, Inc.",E10+
Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42,69,20,Electronic Arts,E10+
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15,56,8,Ubisoft Montpellier,E10+
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0,0.03,0.19,65,23,Behaviour Interactive,E10+
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,71,20,Io Interactive,M
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0,0.03,0.2,49,34,Ubisoft,T
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02,0.19,65,9,Firebrand Games,E10+
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04,0.23,77,50,PlatinumGames,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,61,9,Papaya Studios,E10+
Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23,61,26,Bits Studios,M
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,51,21,7 Studios,M
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,74,33,Creative Assembly,M
Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,74,49,Game Republic,M
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,Ubisoft Quebec,M
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.09,0,0.05,0.25,63,10,Amaze,T
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,VU Games,T
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24,75,13,Beenox,T
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,"Koei, Omega Force",T
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,Heavy Iron Studios,M
Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0,0.02,0.27,69,16,Indies Zero,E
Iron Man 2,X360,2010,Action,Sega,0.15,0.09,0,0.03,0.27,41,35,Sega Studios San Francisco,T
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.16,0.09,0,0.02,0.27,60,26,EA Tiburon,E
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,68,7,Armature Studio,T
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29,47,21,Sanzaru Games,E
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,Ubisoft,M
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.19,0.09,0,0.03,0.31,32,28,Big Red Button Entertainment,E10+
Dark Void,X360,2010,Action,Capcom,0.19,0.09,0,0.03,0.31,59,69,Airtight Games,T
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.03,0.31,68,5,Human Head Studios,T
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35,39,13,Pocket Studios,E
Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,73,42,5TH Cell,E10+
Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0,0.01,0.34,73,9,Sennari Interactive,T
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,0.42,58,47,Propaganda Games,T
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0,0.09,0.63,44,7,Artificial Mind and Movement,T
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.1,0,0.01,0.1,74,9,Konami,E
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,0.12,84,33,Avalanche Studios,M
Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0,0.02,0.15,81,23,Vigil Games,M
Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0,0.02,0.19,63,29,Hangar 13,M
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25,56,12,Artificial Mind and Movement,E10+
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24,69,4,TT Games,E10+
Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.1,0,0.03,0.27,75,52,Capcom,M
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0,0.03,0.26,53,16,Human Head Studios,M
Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27,65,24,Venom Games,T
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25,30,6,VIS Entertainment,E
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,Shiny Entertainment,E10+
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0,0.02,0.27,41,15,Next Level Games,T
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,Electronic Arts,E10+
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36,72,7,Pax Softonica,E
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,27,Traveller's Tales,E10+
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0,0.02,0.44,50,14,Genuine Games,M
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,73,16,Warner Bros. Interactive Entertainment,E10+
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14,74,50,Avalanche Studios,M
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0,0.01,0.16,74,18,Ubisoft Montreal,M
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0,0.03,0.19,66,21,Snowblind Studios,M
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,82,71,4A Games,M
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,ZootFly,T
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,Ubisoft Quebec,T
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,61,41,Zindagi Games,E10+
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,Warthog,E
Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.11,0,0.05,0.29,70,52,The Workshop,E10+
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05,0.29,60,11,High Moon Studios,M
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,Sidhe Interactive,M
Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,Clover Studio,T
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0,0.05,0.32,63,13,High Impact Games,E10+
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28,69,20,Griptonite Games,T
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0,0.06,0.33,62,9,TT Games,E10+
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.11,0,0.03,0.31,64,38,EA Bright Light,E10+
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02,0.3,74,8,3DO,T
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33,45,33,Secret Level,M
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,44,31,EA Bright Light,T
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,Treyarch,T
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0,0.02,0.49,76,41,Radical Entertainment,M
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0,0.01,0.53,82,13,Stormfront Studios,T
True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0,0.02,0.56,77,29,Exakt,M
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78,68,10,LucasArts,E10+
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,49,34,Rebellion,T
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.01,0.17,78,7,TT Games,E10+
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0,0.02,0.27,69,20,TT Games,E10+
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,Zombie Studios,M
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,High Moon Studios,T
Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,59,17,High Voltage Software,E
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.12,0,0.05,0.33,66,35,EA Bright Light,E10+
Blade II,PS2,2002,Action,Activision,0.15,0.12,0,0.04,0.31,49,21,Mucky Foot Productions,M
Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0,0.04,0.3,65,34,Capcom,T
KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31,26,7,Wildfire Studios,T
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,Airtight Games,T
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0,0.03,0.35,71,18,TT Games,E10+
Skylanders Giants,WiiU,2012,Action,Activision,0.22,0.12,0,0.03,0.37,80,8,Vicarious Visions,E10+
Ghostbusters: The Video Game,DS,2009,Action,Atari,0.24,0.12,0,0.04,0.4,55,17,Zen Studios,E
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,Beenox,T
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,High Moon Studios,T
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46,41,25,Shiny Entertainment,E10+
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.51,56,10,Artificial Mind and Movement,E10+
Terraria,PC,2011,Action,Unknown,0,0.13,0,0.01,0.14,83,29,Re-Logic,T
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,72,32,Ubisoft Montreal,M
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0,0.03,0.24,63,35,Ubisoft Montpellier,E10+
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,80,6,TT Games,E10+
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,54,8,TT Games,E10+
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.02,0.3,76,11,TT Games,E10+
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0,0.05,0.32,43,21,EA Bright Light,T
Resident Evil: Dead Aim,PS2,2003,Action,Capcom,0.17,0.13,0,0.04,0.35,65,28,Cavia Inc.,M
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,63,21,Ubisoft Montreal,T
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,85,26,Ubisoft Quebec,M
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.43,62,49,High Moon Studios,M
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0,0.05,0.53,69,18,TT Games,E10+
