Id_Cliente,Edad,Nivel_Educacional,Años_Trabajando,Ingresos,Deuda_Comercial,Deuda_Credito,Otras_Deudas,Ratio_Ingresos_Deudas,Default
1403,31,Posg,2,19,15.9,0.94,2.08,1,1
1404,33,SupCom,1,23,4.2,0.19,0.77,0.22,0
1405,30,Med,3,35,16.1,0.81,4.82,0.62,0
1406,54,Med,20,82,20,4.35,12.05,0.44,1
1407,38,SupCom,7,274,2.3,4.32,1.99,0.03,0
1408,21,Med,1,40,7.6,1.52,1.52,0.27,0
1409,37,Bas,14,67,13.4,2.12,6.86,0.33,1
1410,36,SupInc,8,41,11.1,1.57,2.98,0.38,0
1411,34,Posg,5,186,11.3,7.46,13.56,0.17,0
1412,21,SupInc,0,39,18.5,5.21,2.01,0.66,0
1413,46,Bas,4,67,3.4,0.76,1.52,0.08,1
1414,32,SupCom,5,67,8.4,3.38,2.25,0.21,1
1415,31,SupCom,1,69,0.4,0.19,0.09,0.01,1
1416,26,Med,1,24,13.4,1.48,1.74,0.69,1
1417,28,Posg,2,18,11.9,0.32,1.82,0.78,0
1418,32,Med,0,22,22.5,0.58,4.37,1.25,0
1419,28,SupCom,2,62,34.8,3.86,17.71,0.91,0
1420,20,Bas,3,24,16.3,1.31,2.61,0.84,0
1421,43,SupInc,13,82,9.9,1.78,6.34,0.22,1
1422,23,Med,2,17,21.3,0.3,3.32,1.47,0
1423,65,Bas,21,42,1.6,0.29,0.38,0.05,1
1424,34,Bas,6,33,6.4,0.53,1.59,0.26,1
1425,37,SupInc,12,121,13.6,4.69,11.77,0.25,1
1426,45,SupCom,16,219,1,0.96,1.23,0.01,1
1427,28,SupCom,5,112,9.9,0.93,10.16,0.19,1
1428,34,Med,6,41,7.5,1.09,1.98,0.26,0
1429,24,SupInc,2,43,7.3,1.24,1.9,0.24,1
1430,73,Bas,50,289,8.4,7.84,16.43,0.11,1
1431,62,Bas,33,96,17.5,6.69,10.11,0.36,1
1432,20,SupInc,0,16,3.5,0.23,0.33,0.25,0
1433,24,SupCom,0,38,1.6,0.03,0.57,0.06,1
1434,40,Bas,2,30,3,0.05,0.85,0.13,1
1435,28,Posg,0,50,8.6,0.28,4.02,0.26,1
1436,32,Med,2,30,9.4,1.18,1.64,0.41,1
1437,36,Med,2,27,9.3,0.74,1.78,0.44,0
1438,25,Posg,0,32,14.6,1.45,3.22,0.6,0
1439,27,Bas,5,33,5.1,0.58,1.1,0.21,1
1440,40,Med,6,36,6.6,1.58,0.8,0.25,0
1441,77,Med,30,80,3.9,0.8,2.32,0.09,1
1442,34,Bas,0,26,1.9,0.18,0.32,0.09,1
1443,35,Med,6,26,2.5,0.45,0.2,0.12,1
1444,28,SupCom,2,22,6.2,0.76,0.61,0.34,0
1445,31,Bas,0,26,3.2,0.34,0.49,0.16,1
1446,27,SupInc,3,68,24.9,5.23,11.7,0.62,0
1447,21,Bas,4,19,6.5,0.29,0.94,0.41,1
1448,46,SupInc,20,122,6.7,2.89,5.28,0.12,1
1449,34,Med,12,58,19.9,2.49,9.05,0.54,1
1450,56,SupInc,26,384,11.2,23.31,19.7,0.14,0
1451,56,Med,34,215,13.9,14.37,15.51,0.2,1
1452,30,Med,2,34,11.6,1.39,2.55,0.46,1
1453,31,SupInc,7,53,2.7,0.73,0.7,0.08,1
1454,25,Med,2,26,10.3,0.86,1.82,0.5,1
1455,47,Bas,17,47,18.9,3.77,5.12,0.59,1
1456,28,SupInc,3,61,16.1,3.16,6.66,0.42,0
1457,19,Med,0,30,24.3,0.53,6.76,1.05,0
1458,21,SupInc,0,18,12.1,0.59,1.59,0.79,1
1459,30,Bas,13,38,4.6,0.34,1.41,0.17,1
1460,45,Med,7,32,5.4,0.13,1.6,0.22,1
1461,19,Med,0,17,12.4,0.34,1.77,0.85,0
1462,21,Med,1,23,7.4,0.26,1.44,0.4,0
1463,32,SupCom,0,37,3.1,0.59,0.55,0.11,0
1464,28,SupInc,4,20,6.2,0.57,0.67,0.37,1
1465,23,SupCom,0,24,26.9,0.4,6.06,1.39,0
1466,29,SupInc,7,57,4.3,1.04,1.41,0.12,1
1467,26,Med,2,26,14.5,0.56,3.21,0.7,1
1468,24,Med,5,60,11.2,0.23,6.49,0.3,1
1469,40,SupCom,5,62,8,1.49,3.47,0.21,0
1470,56,Med,35,236,3.9,6.68,2.52,0.06,1
1471,24,Med,2,34,2.4,0.27,0.54,0.09,1
1472,45,Bas,24,69,3.2,1.33,0.87,0.08,1
1473,32,Med,9,53,14.9,5.81,2.08,0.43,0
1474,20,SupInc,0,18,5.3,0.3,0.65,0.35,1
1475,34,Med,13,50,16.6,6.76,1.54,0.5,1
1476,26,Med,2,55,11,4.69,1.36,0.31,0
1477,21,Med,1,40,7.6,1.52,1.52,0.27,0
1478,56,Med,19,76,1.2,0.18,0.73,0.03,1
1479,24,Med,5,60,11.2,0.23,6.49,0.3,1
1480,41,Bas,3,23,10.6,0.15,2.29,0.57,0
1481,59,SupInc,7,92,7.5,3.06,3.84,0.16,1
1482,77,Med,30,80,3.9,0.8,2.32,0.09,1
1483,72,Med,48,233,28.8,18.25,48.85,0.41,1
1484,24,Med,2,32,11,0.83,2.69,0.45,1
1485,26,SupCom,1,35,7,1.21,1.24,0.27,1
1486,22,Bas,1,19,8.9,0.49,1.2,0.56,1
1487,45,Med,1,43,2.8,0.38,0.82,0.09,1
1488,21,SupInc,0,35,22.7,2.13,5.82,0.88,0
1489,41,Med,9,68,28.3,4.52,14.72,0.7,0
1490,23,SupCom,0,62,3,0.56,1.3,0.08,0
1491,36,Med,5,50,0.8,0.12,0.28,0.02,1
1492,58,Med,9,51,4.4,0.64,1.6,0.13,1
1493,20,Med,0,26,4,0.39,0.65,0.19,0
1494,35,Bas,5,62,8.5,1.99,3.28,0.22,0
1495,18,Med,0,29,7.5,0.86,1.32,0.33,0
1496,49,SupInc,3,28,6.9,0.85,1.09,0.32,1
1497,69,Bas,4,25,7.1,0.48,1.3,0.36,1
1498,26,Bas,6,24,11.5,0.91,1.85,0.59,1
1499,31,SupCom,4,36,22.4,0.15,7.91,0.85,1
1500,35,Med,9,80,12.9,4.28,6.04,0.29,0
1501,18,Med,0,44,9.2,1.25,2.8,0.3,1
1502,28,Posg,0,50,8.6,0.28,4.02,0.26,1
1503,22,Med,0,18,3.5,0.33,0.3,0.23,1
1504,30,SupCom,4,30,9.2,0.89,1.87,0.4,1
1505,24,Bas,6,21,4.5,0.18,0.76,0.26,1
1506,45,Bas,12,57,1,0.34,0.23,0.03,1
1507,37,Bas,11,63,21.6,4.19,9.42,0.56,1
1508,33,Posg,6,121,15.1,3.31,14.96,0.28,0
1509,79,Bas,63,497,8.2,15.08,25.68,0.1,1
1510,37,Med,17,123,10.6,3.89,9.15,0.19,1
1511,25,Med,2,24,6.8,1.01,0.63,0.35,1
1512,27,Bas,3,37,13.9,3.04,2.1,0.51,0
1513,51,SupInc,9,96,16.8,0.58,15.55,0.34,0
1514,59,SupInc,31,102,0.3,0.1,0.2,0.01,1
1515,30,SupCom,1,16,8.5,1.08,0.28,0.62,0
1516,25,Med,4,21,10,1,1.1,0.58,1
1517,56,SupCom,22,57,2,0.49,0.65,0.06,1
1518,36,Med,1,31,21,0.33,6.18,0.89,1
1519,18,Med,0,35,12.4,1.13,3.21,0.48,1
1520,23,SupCom,0,34,17,2.16,3.62,0.67,0
1521,57,Bas,26,78,5.8,1.24,3.28,0.13,1
1522,28,Med,7,88,10.6,2.21,7.12,0.23,1
1523,71,Bas,18,57,11.5,2.58,3.97,0.32,1
1524,59,Bas,33,308,6.7,7.39,13.25,0.09,1
1525,63,SupCom,22,129,4.9,0.8,5.52,0.09,1
1526,20,Bas,3,21,17.9,0.53,3.23,1.03,0
1527,70,SupInc,48,165,14.8,0.56,23.86,0.24,1
1528,42,SupCom,6,49,14.7,2.85,4.36,0.45,1
1529,22,Bas,1,24,19.9,1.16,3.62,1.03,0
1530,37,Bas,5,21,14.5,0.71,2.33,0.84,1
1531,19,Med,0,21,8.1,0.69,1.01,0.47,1
1532,38,SupCom,4,61,2.7,0.91,0.73,0.07,1
1533,33,Med,0,64,10.6,2.69,4.1,0.27,1
1534,20,Bas,2,18,2.3,0.06,0.36,0.15,1
1535,34,Posg,8,526,2.6,5.47,8.21,0.03,1
1536,31,Med,11,37,5.7,0.82,1.28,0.21,1
1537,32,Med,1,129,19.9,11.91,13.76,0.35,0
1538,49,Med,15,35,3,0.74,0.32,0.12,1
1539,24,SupCom,0,45,5.5,0.59,1.89,0.18,0
1540,40,SupCom,7,33,12.4,0.65,3.45,0.5,1
1541,54,SupInc,8,67,10.5,1.25,5.79,0.26,1
1542,27,SupCom,3,20,11,0.31,1.89,0.66,0
1543,25,SupInc,0,35,9.7,0.13,3.26,0.37,0
1544,25,SupCom,1,66,4.2,0.55,2.22,0.11,0
1545,47,SupInc,14,36,0.9,0.08,0.24,0.03,1
1546,66,Med,18,70,2.8,1,0.96,0.07,1
1547,30,SupInc,3,23,6.5,0.28,1.22,0.35,0
1548,22,SupCom,0,32,3.8,0.71,0.5,0.16,1
1549,25,Bas,9,29,11.4,1.17,2.14,0.51,1
1550,64,Bas,7,24,6.5,0.29,1.27,0.34,1
1551,18,Med,0,12,3.3,0.11,0.29,0.31,0
1552,65,Bas,10,32,9.9,1.37,1.8,0.41,1
1553,32,SupCom,3,56,13.2,1.53,5.86,0.37,0
1554,26,SupCom,1,89,2.3,0.93,1.12,0.05,0
1555,28,Bas,7,43,23.4,0.27,9.79,0.78,0
1556,48,SupCom,24,66,4.4,0.32,2.58,0.11,1
1557,37,Bas,11,34,13.6,2.98,1.65,0.54,1
1558,29,Med,3,45,14.1,1.68,4.66,0.45,0
1559,29,Posg,0,40,12.5,2.03,2.98,0.44,0
1560,71,Bas,7,26,7.6,0.37,1.61,0.37,1
1561,38,Med,18,55,16.1,2.34,6.52,0.45,1
1562,52,SupInc,23,153,4.5,2.12,4.76,0.07,1
1563,21,SupInc,0,35,6.8,0.91,1.47,0.26,0
1564,45,SupCom,0,81,4.1,1.51,1.81,0.09,1
1565,40,Posg,1,32,18.6,3.4,2.55,0.77,0
1566,26,Med,5,22,3.3,0.1,0.63,0.18,1
1567,34,SupCom,8,30,5.7,1.08,0.63,0.25,1
1568,18,Med,0,25,2.9,0.56,0.16,0.14,1
1569,38,SupCom,6,25,31.3,2.21,5.61,1.56,0
1570,35,Bas,16,93,4.7,2.86,1.51,0.1,1
1571,18,Med,0,47,3.6,1.21,0.48,0.11,1
1572,24,SupCom,1,36,13,1,3.68,0.49,0
1573,28,Posg,0,57,12.4,4.52,2.54,0.34,0
1574,19,Med,0,21,5.6,0.14,1.04,0.32,1
1575,27,SupCom,3,36,16.2,1.39,4.44,0.61,0
1576,32,Med,9,53,14.9,5.81,2.08,0.43,0
1577,37,SupInc,3,57,10.8,0.72,5.44,0.3,0
1578,36,Med,3,28,4.9,0.26,1.12,0.22,1
1579,43,Med,14,61,10.8,2.17,4.41,0.28,1
1580,44,SupCom,4,15,16.6,0.08,2.41,1.27,1
1581,29,SupCom,2,55,15.6,1.48,7.1,0.44,0
1582,39,SupCom,8,259,7.2,1.55,17.1,0.1,1
1583,49,SupInc,24,90,13.9,8.06,4.45,0.29,1
1584,20,SupInc,0,13,17.8,0.81,1.5,1.55,1
1585,29,SupInc,7,57,4.3,1.04,1.41,0.12,1
1586,40,Med,15,46,10.6,0.82,4.06,0.34,1
1587,31,Med,11,47,26.9,3.51,9.13,0.84,1
1588,23,SupCom,0,45,10.7,0.61,4.2,0.34,0
1589,19,Med,0,33,7.5,0.36,2.11,0.3,1
1590,30,SupCom,4,64,14.1,2.83,6.19,0.36,1
1591,25,Med,4,21,10,1,1.1,0.58,1
1592,26,SupCom,0,103,14.3,8.54,6.19,0.28,0
1593,22,SupInc,1,27,9.8,0.25,2.4,0.46,1
1594,21,SupInc,0,17,17.6,1.37,1.62,1.21,0
1595,36,Med,3,28,4.9,0.26,1.12,0.22,1
1596,51,Bas,23,47,2.2,0.34,0.69,0.07,1
1597,24,Bas,6,36,13.2,1.92,2.83,0.5,1
1598,52,Bas,8,43,17.5,3.44,4.09,0.58,1
1599,30,SupInc,4,62,14.8,1.53,7.64,0.39,0
1600,40,SupCom,3,35,10,1.09,2.42,0.39,0
1601,45,Bas,12,44,9.8,1.6,2.72,0.32,1
1602,23,SupCom,0,42,6.7,1.58,1.23,0.23,1
1603,71,Med,35,131,11.6,6.03,9.16,0.2,1
1604,40,Bas,20,61,4.8,1.04,1.89,0.13,1
1605,36,Med,16,50,3.5,0.75,1,0.11,1
1606,62,SupCom,26,87,16.2,4.82,9.27,0.35,1
1607,22,SupCom,0,36,10.7,1.67,2.18,0.4,0
1608,44,Posg,2,91,4.8,1.02,3.35,0.1,0
1609,24,SupInc,1,23,14.8,0.8,2.61,0.79,0
1610,51,Med,3,19,4.9,0.34,0.59,0.31,1
1611,40,Med,20,117,11.9,4.94,8.98,0.22,1
1612,18,Med,0,28,8.1,0.84,1.42,0.37,0
1613,23,SupCom,0,53,3,0.63,0.96,0.09,0
1614,36,Med,14,71,6.9,1.43,3.47,0.17,1
1615,31,Med,3,24,12.9,0.74,2.36,0.67,0
1616,20,SupInc,0,28,10.4,0.93,1.98,0.48,0
1617,51,Bas,23,47,2.2,0.34,0.69,0.07,1
1618,25,SupInc,3,27,16.9,1.09,3.48,0.8,1
1619,49,Bas,4,36,9.9,1.36,2.21,0.37,1
1620,22,SupCom,0,23,6.2,0.35,1.08,0.33,0
1621,24,SupCom,0,18,2.9,0.18,0.34,0.19,1
1622,23,Med,3,25,2.5,0.17,0.45,0.12,1
1623,37,SupCom,10,97,8.3,2.01,6.04,0.17,1
1624,34,SupInc,3,47,7,1.32,1.97,0.22,1
1625,47,Med,13,58,3.5,0.62,1.41,0.1,1
1626,75,Bas,22,56,7.8,1.79,2.58,0.22,1
1627,34,Med,12,58,19.9,2.49,9.05,0.54,1
1628,34,Bas,11,54,10.6,3.12,2.6,0.3,1
1629,19,Med,0,55,7.9,0.61,3.73,0.22,1
1630,39,SupInc,4,78,14,7.21,3.71,0.32,0
1631,31,SupInc,9,23,7.8,0.45,1.35,0.42,1
1632,34,SupCom,3,72,7.6,0.38,5.09,0.18,1
1633,49,Bas,4,36,9.9,1.36,2.21,0.37,1
1634,40,Med,15,46,10.6,0.82,4.06,0.34,1
1635,54,SupInc,8,67,10.5,1.25,5.79,0.26,1
1636,27,SupInc,1,28,23.5,0.82,5.76,1.07,1
1637,34,SupCom,7,33,7.5,1.88,0.6,0.3,0
1638,21,Med,0,21,6.3,0.83,0.49,0.36,0
1639,35,Med,15,55,10.2,3.37,2.24,0.29,1
1640,26,Med,4,31,5.5,0.25,1.45,0.23,1
1641,47,Med,10,48,7,1.98,1.38,0.22,1
1642,73,Bas,50,289,8.4,7.84,16.43,0.11,1
1643,18,Med,0,18,12.7,0.65,1.64,0.83,0
1644,26,Bas,10,31,8.8,0.78,1.95,0.37,1
1645,40,Bas,2,30,3,0.05,0.85,0.13,1
1646,29,SupCom,1,50,12.1,0.47,5.58,0.36,1
1647,27,SupCom,1,21,14.4,0.52,2.51,0.83,1
1648,24,Bas,4,24,18,1.64,2.68,0.93,0
1649,36,Med,9,35,0.8,0.09,0.19,0.03,1
1650,52,SupInc,24,403,5.1,8.32,12.23,0.06,1
1651,46,SupInc,2,27,12.1,0.55,2.72,0.57,1
1652,46,Posg,11,136,4.9,3.27,3.39,0.09,0
1653,20,SupInc,0,22,4.2,0.54,0.39,0.23,0
1654,55,SupInc,34,150,9.9,0.73,14.12,0.17,1
1655,26,SupCom,2,36,14.4,1.89,3.29,0.54,0
1656,48,Posg,2,52,13.1,1.52,5.29,0.38,1
1657,19,Med,0,20,3.1,0.26,0.36,0.19,0
1658,30,SupCom,1,73,29.8,7.05,14.71,0.71,0
1659,57,Med,36,172,9.2,3.45,12.37,0.15,1
1660,29,SupInc,3,74,3.6,0.58,2.08,0.08,1
1661,59,Med,32,533,0.8,1.86,2.4,0.01,1
1662,25,Bas,4,31,3.1,0.37,0.59,0.13,1
1663,31,SupCom,1,69,0.4,0.19,0.09,0.01,1
1664,70,Med,27,92,9.3,3.01,5.54,0.19,1
1665,45,Bas,24,69,3.2,1.33,0.87,0.08,1
1666,31,SupCom,4,36,22.4,0.15,7.91,0.85,1
1667,42,SupCom,14,55,9.1,1.49,3.51,0.26,1
1668,45,Med,10,45,2.9,0.19,1.12,0.09,1
1669,36,SupInc,7,118,11.2,8.48,4.73,0.21,0
1670,27,Med,2,30,2.7,0.34,0.47,0.12,0
1671,32,Med,12,27,1.8,0.16,0.32,0.08,1
1672,34,Med,4,46,5.5,0.7,1.83,0.17,1
1673,32,Med,9,53,14.9,5.81,2.08,0.43,0
1674,44,Med,15,59,18.3,5.85,4.95,0.49,0
1675,35,Posg,2,41,10.5,0.49,3.81,0.36,0
1676,38,Bas,6,24,16.8,0.56,3.48,0.87,0
1677,34,SupInc,7,43,30.3,3.92,9.11,1.01,0
1678,47,Med,6,34,4.4,0.53,0.97,0.17,1
1679,23,SupInc,2,39,16.6,1.64,4.83,0.59,1
1680,20,SupInc,0,27,5.1,0.53,0.85,0.24,1
1681,37,SupCom,0,83,14.9,5.9,6.47,0.33,0
1682,32,SupCom,8,44,13.7,1.35,4.68,0.45,1
1683,26,SupCom,1,63,11.9,0.94,6.55,0.31,0
1684,22,SupCom,0,55,27.4,6.22,8.85,0.77,0
1685,27,SupInc,4,40,13.2,3.73,1.55,0.46,1
1686,18,Med,0,15,7.4,0.83,0.28,0.57,0
1687,23,SupInc,2,40,21.2,2.65,5.83,0.74,0
1688,32,SupInc,3,86,7.9,2.2,4.59,0.17,1
1689,22,SupCom,0,29,3.7,0.08,0.99,0.16,1
1690,28,Med,4,25,34.8,1.04,7.66,1.74,0
1691,22,SupCom,0,36,10.7,1.67,2.18,0.4,0
1692,38,Posg,7,124,19.1,9.52,14.16,0.35,1
1693,59,SupCom,19,174,27.9,16.41,32.14,0.44,0
1694,34,SupInc,7,30,14.2,0.93,3.33,0.62,1
1695,40,SupCom,15,111,9.6,1.88,8.78,0.18,1
1696,18,Med,0,25,6.2,0.62,0.93,0.31,0
1697,24,SupInc,0,23,7.4,0.24,1.46,0.4,1
1698,25,Bas,4,30,14.4,1.05,3.27,0.62,1
1699,46,Bas,20,48,2.7,0.94,0.36,0.08,1
1700,33,Med,3,36,18,2.18,4.3,0.68,1
1701,45,Bas,12,57,1,0.34,0.23,0.03,1
1702,36,Med,4,34,16.8,1.16,4.55,0.66,0
1703,73,Med,2,39,19.4,2.12,5.45,0.69,0
1704,19,Med,0,28,7.5,1.51,0.59,0.34,0
1705,18,Med,0,14,5.5,0.46,0.31,0.45,1
1706,39,SupCom,4,47,9.7,1.67,2.89,0.3,0
1707,26,SupCom,2,36,14.4,1.89,3.29,0.54,0
1708,20,SupInc,0,20,13.5,0.59,2.11,0.81,1
1709,35,Med,4,57,6,1.29,2.13,0.17,1
1710,30,Med,5,36,4.7,0.77,0.92,0.18,1
1711,38,Med,1,28,0.8,0.13,0.1,0.04,0
1712,29,SupCom,1,50,12.1,0.47,5.58,0.36,1
1713,59,SupCom,19,174,27.9,16.41,32.14,0.44,0
1714,37,Bas,18,36,4.8,0.44,1.29,0.18,1
1715,20,Bas,1,22,10.1,0.14,2.08,0.56,0
1716,32,Posg,0,22,14.8,0.21,3.05,0.82,1
1717,28,Bas,4,25,6.5,0.21,1.41,0.32,1
1718,24,SupCom,0,35,12.1,2.47,1.77,0.47,0
1719,35,SupCom,9,123,6.1,1.7,5.8,0.11,1
1720,23,SupCom,0,23,18,0.51,3.63,0.96,0
1721,41,Bas,11,36,10.2,1.37,2.31,0.39,0
1722,39,Bas,22,48,6.8,1.01,2.26,0.21,1
1723,42,SupCom,17,54,10.3,0.29,5.27,0.29,1
1724,52,SupCom,2,84,3.1,0.2,2.4,0.07,1
1725,37,SupCom,0,83,14.9,5.9,6.47,0.33,0
1726,21,SupInc,0,35,22.7,2.13,5.82,0.88,0
1727,28,SupInc,3,25,18.8,1.16,3.54,0.94,0
1728,54,SupInc,15,93,13.7,7.99,4.75,0.28,0
1729,30,SupCom,2,27,10.6,0.74,2.13,0.5,1
1730,26,SupInc,3,66,4,0.19,2.45,0.1,1
1731,28,SupInc,6,30,20.5,1.29,4.86,0.89,1
1732,30,Bas,6,22,15.5,0.13,3.28,0.86,0
1733,18,Med,0,20,19,1.33,2.47,1.14,0
1734,51,Med,19,47,22.7,3.28,7.39,0.71,1
1735,30,SupCom,1,65,13.4,4.55,4.16,0.34,0
1736,31,SupCom,8,29,6.8,1.12,0.85,0.3,1
1737,28,Bas,4,20,13.6,0.53,2.19,0.82,1
1738,46,Med,23,99,3.2,1.81,1.36,0.06,1
1739,75,Bas,32,78,4.4,0.69,2.74,0.1,1
1740,20,Bas,0,18,9.5,0.16,1.55,0.62,1
1741,26,Med,6,38,10.6,2.57,1.46,0.39,1
1742,26,Bas,6,46,9.8,0.34,4.17,0.31,1
1743,47,Med,6,75,15.2,2.93,8.47,0.35,1
1744,51,SupInc,14,161,1.4,0.57,1.69,0.02,1
1745,22,Bas,4,27,4.1,0.33,0.77,0.19,1
1746,28,SupInc,4,20,21.1,0.57,3.65,1.27,1
1747,56,SupInc,30,167,1.4,0.46,1.88,0.02,1
1748,33,SupCom,2,66,3.1,0.83,1.21,0.08,1
1749,35,SupCom,5,47,16.1,3.18,4.39,0.5,0
1750,39,Med,5,39,4.2,0.72,0.92,0.15,1
1751,34,SupCom,1,40,17.6,1.68,5.36,0.62,0
1752,20,Bas,1,22,10.1,0.14,2.08,0.56,0
1753,49,SupInc,9,64,6.1,0.33,3.57,0.16,1
1754,22,SupInc,0,31,10.1,0.7,2.44,0.43,0
1755,33,Bas,11,52,9.1,0.95,3.79,0.27,0
1756,21,SupInc,0,13,8.3,0.45,0.63,0.72,0
1757,22,Med,1,24,16.1,0.8,3.07,0.83,1
1758,30,Med,1,39,1,0.14,0.25,0.04,1
1759,34,Med,6,41,7.5,1.09,1.98,0.26,0
1760,47,Med,16,66,1.7,0.1,1.02,0.04,1
1761,23,Med,0,22,9,0.71,1.27,0.5,1
1762,50,Med,15,65,12.6,3.05,5.14,0.32,1
1763,23,SupCom,0,42,12.2,2.24,2.88,0.41,1
1764,76,SupInc,12,53,6.2,1.28,2.01,0.18,1
1765,26,SupCom,1,35,7,1.21,1.24,0.27,1
1766,21,SupInc,0,55,17.1,6.9,2.5,0.48,0
1767,69,Bas,6,60,18.6,1.27,9.89,0.5,1
1768,31,SupCom,8,29,6.8,1.12,0.85,0.3,1
1769,37,Med,4,32,3.2,0.14,0.88,0.13,1
1770,36,Med,16,50,3.5,0.75,1,0.11,1
1771,56,Med,37,160,11.4,6.77,11.47,0.19,1
1772,31,Med,11,41,2,0.34,0.48,0.07,1
1773,71,Med,13,59,24.4,2.66,11.73,0.66,1
1774,25,SupInc,0,35,9.7,0.13,3.26,0.37,0
1775,26,Med,5,42,10.6,2.13,2.32,0.36,0
1776,56,SupInc,30,167,1.4,0.46,1.88,0.02,1
1777,41,Med,21,189,6.3,6.22,5.69,0.1,1
1778,20,SupInc,0,31,18.3,1.95,3.72,0.77,0
1779,30,Med,4,55,5.5,1.45,1.57,0.15,1
1780,38,SupCom,13,204,19.5,15.43,24.35,0.29,0
1781,49,Med,15,35,3,0.74,0.32,0.12,1
1782,20,SupInc,0,20,11.3,1.96,0.3,0.68,0
1783,64,Bas,36,145,6.6,3.27,6.3,0.11,1
1784,20,Med,0,21,10.2,0.55,1.59,0.59,1
1785,39,Bas,20,52,19.7,2.33,7.92,0.58,1
1786,23,SupInc,2,32,3,0.28,0.68,0.12,1
1787,56,Med,34,215,13.9,14.37,15.51,0.2,1
1788,23,SupCom,0,47,12.3,2.1,3.68,0.38,0
1789,39,SupCom,12,82,6.2,1.79,3.29,0.14,1
1790,53,Med,10,62,13.4,2.38,5.93,0.35,0
1791,62,SupCom,26,87,16.2,4.82,9.27,0.35,1
1792,18,Med,0,22,3.4,0.37,0.38,0.19,0
1793,25,SupInc,1,27,12.7,0.03,3.39,0.6,0
1794,33,SupInc,12,48,3.7,0.93,0.84,0.11,1
1795,34,SupCom,7,33,7.5,1.88,0.6,0.3,0
1796,19,Med,0,28,7.5,1.51,0.59,0.34,0
1797,42,Med,16,49,9.7,0.56,4.2,0.3,1
1798,59,Bas,31,86,6.8,1.61,4.23,0.15,1
1799,30,Bas,2,18,3,0.07,0.47,0.2,0
1800,28,Med,6,33,20.5,1.1,5.67,0.83,0
1801,64,Med,44,397,19.2,35.52,40.7,0.24,0
1802,23,SupCom,0,23,18,0.51,3.63,0.96,0
1803,32,Med,12,61,8.2,0.3,4.71,0.22,1
1804,32,Med,7,33,24.6,4.14,3.98,0.99,0
1805,37,SupInc,3,36,6.7,0.68,1.73,0.25,1
1806,52,SupCom,2,96,7.1,2.28,4.54,0.15,0
1807,35,SupCom,4,18,4.8,0.32,0.55,0.32,1
1808,54,SupCom,4,69,12,1.18,7.1,0.29,1
1809,37,Bas,18,36,4.8,0.44,1.29,0.18,1
1810,35,Med,14,62,8.2,0.6,4.48,0.21,1
1811,50,Bas,20,117,7.6,3.15,5.74,0.14,1
1812,65,Med,38,352,2.5,0.39,8.41,0.03,1
1813,18,Med,0,27,6.1,0.92,0.73,0.29,1
1814,32,SupInc,4,37,3.1,0.32,0.83,0.11,1
1815,29,SupCom,2,34,19,1.03,5.43,0.75,0
1816,24,Med,3,24,10.7,1.98,0.59,0.55,1
1817,23,Med,3,25,2.5,0.17,0.45,0.12,1
1818,47,Med,6,75,15.2,2.93,8.47,0.35,1
1819,20,SupInc,0,27,1,0.11,0.16,0.05,0
1820,20,SupInc,0,32,8.5,1.11,1.61,0.35,1
1821,22,SupCom,0,51,8.7,1.07,3.37,0.26,0
1822,35,Med,6,32,7.6,0.82,1.61,0.31,1
1823,35,SupCom,5,47,16.1,3.18,4.39,0.5,0
1824,62,Med,4,38,11.3,0.94,3.35,0.41,1
1825,71,Med,13,59,24.4,2.66,11.73,0.66,1
1826,20,SupInc,0,29,17,1.93,3,0.76,0
1827,18,Med,0,15,12.2,0.37,1.46,0.94,1
1828,29,SupCom,1,50,15.1,2.67,4.88,0.45,0
1829,28,SupInc,6,30,20.5,1.29,4.86,0.89,1
1830,19,Med,0,20,8.1,0.36,1.26,0.49,1
1831,25,SupInc,1,16,4.5,0.39,0.33,0.33,1
1832,32,SupInc,4,37,4.1,0.48,1.04,0.15,0
1833,21,Med,1,37,8.5,0.9,2.25,0.31,1
1834,40,Med,20,117,11.9,4.94,8.98,0.22,1
1835,27,Med,3,28,4.2,0.54,0.64,0.19,1
1836,27,Med,9,31,6.3,0.27,1.69,0.27,1
1837,56,Med,27,125,8.5,2.9,7.72,0.15,1
1838,49,Med,14,94,6.9,3.79,2.7,0.14,1
1839,33,SupInc,8,37,3.9,0.56,0.89,0.14,1
1840,19,Bas,0,18,15.1,0.79,1.92,0.99,0
1841,59,Bas,31,86,6.8,1.61,4.23,0.15,1
1842,59,SupInc,7,92,7.5,3.06,3.84,0.16,1
1843,64,Posg,34,116,14.7,5.05,12,0.27,1
1844,37,Med,4,32,3.2,0.14,0.88,0.13,1
1845,27,SupCom,1,21,14.4,0.52,2.51,0.83,1
1846,34,SupCom,2,46,22.5,1.21,9.14,0.71,1
1847,55,Posg,21,91,6.6,2.01,3.99,0.14,1
1848,24,SupCom,0,53,16.1,5.09,3.44,0.46,0
1849,24,SupCom,0,40,8.6,1.2,2.24,0.3,1
1850,43,SupInc,8,49,6,0.87,2.07,0.18,1
1851,30,SupCom,2,27,10.6,0.74,2.13,0.5,1
1852,31,Bas,0,26,3.2,0.34,0.49,0.16,1
1853,21,SupInc,0,27,16.5,1.16,3.3,0.78,1
