,book,name,date,rating,likes,description,stars_given
421,Harry Potter and the Chamber of Secrets,Fares,"Nov09,2019",reallylikedit,85 likes,"4.5 starsI don't regret many things in life and I don't really regret not reading this when I was younger but I do wonder what if.I wish I had more bookish memories.I wish I loved books the way only kids can.But to not get lost in the wishing and the what-ifs, and to enjoy the now and the what's next, I must say I have the best of friends and I'm making the best of memories.So to the old Fares that sees this one day, once you read this, you had fun and you were so very happy.Thank you Azrah ❤---
4.5 starsI don't regret many things in life and I don't really regret not reading this when I was younger but I do wonder what if.I wish I had more bookish memories.I wish I loved books the way only kids can.But to not get lost in the wishing and the what-ifs, and to enjoy the now and the what's next, I must say I have the best of friends and I'm making the best of memories.So to the old Fares that sees this one day, once you read this, you had fun and you were so very happy.Thank you Azrah ❤-----------------------------------------The problem with having cool awesome friends is that when they ask you to do something you swore not to do, you can't help but say yes, just so you can impress them and hope they stay with you forever.And now I must read this! I was fine being the cool kid, aka, he who never read HP, but now who am I?Azrah, I hate you! Stop being too awesome for me! 😭
",4
422,Harry Potter and the Chamber of Secrets,TanMarkovic,"Apr16,2020",itwasamazing,95 likes,"Perfect time to immerse yourself in this world I think, far FAR away from ours ❤️🌍",5
423,Harry Potter and the Chamber of Secrets,ambsreads,"Apr06,2016",itwasamazing,100 likes,"RE-READLoved it despite it not being my favourite film or book! FIRST REVIEWAbsolutely loved Chamber of Secrets! I will forever adore the Weasley twins. EDIT: wow, Amber what a great review. But, I am now the owner of the illustrated version - not sure how to add that but oh well. I own it and it's good.
RE-READLoved it despite it not being my favourite film or book! FIRST REVIEWAbsolutely loved Chamber of Secrets! I will forever adore the Weasley twins. EDIT: wow, Amber what a great review. But, I am now the owner of the illustrated version - not sure how to add that but oh well. I own it and it's good.
",5
424,Harry Potter and the Chamber of Secrets,PearlAngeli,"May04,2016",reallylikedit,81 likes,"4 StarsI think there's no need to make a proper review for this book because everyone knows how great this book and this series is. So I have to put everything through GIFs. :)Things I loved in Harry Potter and the Chamber of Secrets:THE AWESOME FLYING CAR! THE WHOMPING WILLOW! (I couldn't even imagine how cute and hilarious this tree when it punched Ron and Harry in the earlier chapters. Ha!) MOANING MYRTLE (I haven't seen the movie yet, but is this Moaning Myrtle? The character grew in me and 
4 StarsI think there's no need to make a proper review for this book because everyone knows how great this book and this series is. So I have to put everything through GIFs. :)Things I loved in Harry Potter and the Chamber of Secrets:THE AWESOME FLYING CAR! THE WHOMPING WILLOW! (I couldn't even imagine how cute and hilarious this tree when it punched Ron and Harry in the earlier chapters. Ha!) MOANING MYRTLE (I haven't seen the movie yet, but is this Moaning Myrtle? The character grew in me and I felt sad for what happened to her. :(( ) HAGRID (One of the best characters ever!) THE BATTLE BETWEEN BASILISK AND FAWKES (I think this one is the best part here. It was pure epicness!) What I didn't quite like:Not much happened in the first half of the book which brings me to realize that I enjoyed Harry Potter and the Sorcerer's Stone a lot better. Needless to say, I did have fun going to Harry's adventure here. His character continues to amaze me and his friendship with Ron and Hermione is goals! I have to read the next books ASAP!




",4
425,Harry Potter and the Chamber of Secrets,Kainat《HUFFLEPUFF&PROUD》,"Nov29,2016",reallylikedit,82 likes,BRING BACK TOM RIDDLE ALREADY!!Fav character: Draco Malfoy.Least favorite: Harry Potter.,4
426,Harry Potter and the Chamber of Secrets,Rizoli,"Dec01,2017",itwasamazing,98 likes,"This review has been hidden because it contains spoilers. To view it,
                    click here.


This book was so difficult to rate it, because its was a great book but at the same time it didn’t pass my expectation, of being better than the first one. It was a little bit boring, but it was still incredible. It took me to read this book more for what is expected.What I really like about the book is the life lesson that it has. The life lesson that this book is that we shouldn't trust what everyone says, and also not everything is what we see., in the part when Voldemort (He-Who-Must-Not-Be-
This book was so difficult to rate it, because its was a great book but at the same time it didn’t pass my expectation, of being better than the first one. It was a little bit boring, but it was still incredible. It took me to read this book more for what is expected.What I really like about the book is the life lesson that it has. The life lesson that this book is that we shouldn't trust what everyone says, and also not everything is what we see., in the part when Voldemort (He-Who-Must-Not-Be-Named) revealed his real name. “Tom Marvolo Riddle” paragraph 2 page 314, “rearranged themselves: I am Lord Voldemort” paragraph 3 and 4 page 314. Also when Gilderoy Lockhart revealed that he actually didn’t did all the heroic things that were writing in his book. “all that stuff you did in your books” paragraph 7 page 297, “Books can be misleading,” said Lockhart” paragraph 8 page 297. Another event in the book that show this lesson was when Lucius Malfoy planned to give the diary Ginny Weasley, “You gave it to her” “slipped the diary” paragraph 11 page 336. But the most important event of all that show this was when Ginny trust the diary and gave all her secrets to it, “Put too much into the diary to me” paragraph 2 “From anything Ginny had told me” paragraph 1, page 313. In this book you could also see that Harry was more mature in the way of thinking, like for example when he found out all about the chamber secrets, with a little bit of time and with no so many clues. And it really impressed me that he found it, because if I was him the school would be already closed when I just found out only one clue of the puzzle.As well in this book they showed more about the history of the school and of some characters such as Hagrid and Dumbledore. An example would be when Harry found out, what did Hagrid did to be expelled from HogwartsIn the end, I really like the book and how they continued where they left the last book, also I will still continue watching the series because I really like it, and is like the only book that can get me out of a reading slump. I will rate this book a 4.5 because it was good but also it was not as good as the first one.UpdateFour years after I read it for the first time, and now I like it even more, than the first book. It just surprised me that even though I have seen the movies multiple times and have already read them, I was still surprised, when they revealed information or solved a mystery, and I can't understand why, but it did. So now I'm giving this book 5 stars and the first one 4.5 stars. It's amazing how after four years my opinion about this book changed.
",5
427,Harry Potter and the Chamber of Secrets,Peter,"Feb18,2019",itwasamazing,85 likes,"DestinyHere I am with The Chamber of Secrets, the second book of the Harry Potter series feeling the tightening grip of adoration, as I get ensnared in the glorious bewitching world created by JK Rowling. Certainly, the first book and now the second, primarily introduce us to the extensive cast of characters that inhabit this sweeping magical world. The background behind Hogwarts and the major divisions that shaped their history become apparent, and how they drive the plot over the entire series
DestinyHere I am with The Chamber of Secrets, the second book of the Harry Potter series feeling the tightening grip of adoration, as I get ensnared in the glorious bewitching world created by JK Rowling. Certainly, the first book and now the second, primarily introduce us to the extensive cast of characters that inhabit this sweeping magical world. The background behind Hogwarts and the major divisions that shaped their history become apparent, and how they drive the plot over the entire series, is intelligently, delicately and profoundly imagined.I love Rowling’s patience, the ability to subtly drop a piece of information that may not mean anything for a few books. To drip actions and comments that at some point in the future you’re saying “Oh, That’s what that was for.” – Genius. The relationship between Ginny and Harry is kindled in this book and we also meet Dobby, with the unforgettable line “Dobby is Harry Potter's friend.” The background to Hogwarts and the 4 wizards and witches who founded it, is described, where each house was named after them: Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw and Salazar Slytherin. These names have become part of our reference, as in real-life people connect themselves to these houses and what type of person they wish to be. The rift and disagreements between Slytherin and the rest grew until Slytherin left the school. The history also states that 
Slytherin had built a hidden chamber in the castle, of which the other founders knew nothing. ‘Slytherin, according to the legend, sealed the Chamber of Secrets so that none would be able to open it until his own true heir arrived at the school. The heir alone would be able to unseal the Chamber of Secrets, unleash the horror within, and use it to purge the school of all who were unworthy to study magic.’
That is a direct charge against Hermione and others who come from a muggles family, yet she is the smartest student in her year at Hogwarts. We see the gradual ramping up of tension within the school and why Malfoy hates muggles calling them mudbloods. The relationships and bonds between Harry, Ron and Hermione are aspired to in most friendships and are very well-formed here. On one incident they find Mrs Norris the caretaker’s cat 'petrified' with the following words written on the wall. 
“THE CHAMBER OF SECRETS HAS BEEN OPENED. ENEMIES OF THE HEIR, BEWARE.”
 The tension builds. A dark unseen force awaits. The brave, indomitable Harry Potter and his loyal friends, Ron and Hermione, will take this battle on – (view spoiler)[is it a spoiler to say there are 7 books so they don’t die yet (hide spoiler)].There is always an opportunity for humour either in what someone says or does (typically Ron and the other Weasleys), or characters that are strange and provide a comic outlet. In this book, Professor Lockhart provides that mix of cringe behaviour and comedy. His desire to receive praise and recognition, regardless of the fact that it is undeserved, and regularly exposed, except to those infatuated by his charisma, provides a light-hearted element. Funny how one person’s appeal is another’s repulsion.The scene is set, the dark wizards, led by Voldemort (yet to be revealed), against those that provide defence against them, led by Dumbledore and somehow (yet to be revealed) Harry. When will Voldemort return? Why is Harry so important in all this? Will history repeat itself? Damn most of us know the ending but reading the books just brings so much craft and ingenuity into the story that reading them is a must. Someone will do research on this series someday as its depth sits alongside Lord of the Rings. Bring on book 3, The Prisoner of Azkaban.
",5
428,Harry Potter and the Chamber of Secrets,Grace(BURTSBOOKS),"Jan29,2018",reallylikedit,78 likes,"Harry Potter and the Chamber of Secrets, just like the  Harry Potter and the Philosopher's Stone, was super fun and entertaining. I love this series so much so far, and I’m so happy I finally decided to read it. I loved learning more about the history of Hogwarts and exploring Harry’s connection to Slytherin/Voldemort throughout this book. This installment was obviously a lot darker than the first, and I found the storyline so intriguing and captivating. I love the Weasleys. I decided yesterday 
Harry Potter and the Chamber of Secrets, just like the  Harry Potter and the Philosopher's Stone, was super fun and entertaining. I love this series so much so far, and I’m so happy I finally decided to read it. I loved learning more about the history of Hogwarts and exploring Harry’s connection to Slytherin/Voldemort throughout this book. This installment was obviously a lot darker than the first, and I found the storyline so intriguing and captivating. I love the Weasleys. I decided yesterday that I’m naming my dog after Percy. Also, Ron makes me laugh so much, and Neville is the most precious thing, I’m naming my other dog after him. Fantastic storytelling and world-building, which is entirely unsurprising. I loved this book, and I’m quite literally in love with this series which is even more unsurprising. 
",4
429,Harry Potter and the Chamber of Secrets,Delee,"May01,2015",itwasamazing,77 likes,"I have been so far behind in my reading and reviews...dealing with...life. I spent the whole month (so far) of August trying to play catch up. And now that I have sort of done that- I left this one review till the end...because even though the last thing that my lovely Stepheny aka Ms. Thaaaaaaaaaaang would want for me is to feel pressure- I do...OH, I really do. I feel the pressure to put out the best review that I can possibly think of right now...just for her- for her favorite series. The ser
I have been so far behind in my reading and reviews...dealing with...life. I spent the whole month (so far) of August trying to play catch up. And now that I have sort of done that- I left this one review till the end...because even though the last thing that my lovely Stepheny aka Ms. Thaaaaaaaaaaang would want for me is to feel pressure- I do...OH, I really do. I feel the pressure to put out the best review that I can possibly think of right now...just for her- for her favorite series. The series that got her through the hard times in her life. Books she thinks of as family.I'm not worthy. But I am going to try...Gryffindor[image error]- Passionate about their beliefs, and standing up for what they believe in. First to defend their friends. They prefer to deal with a situation directly, even if it means a fight - and they want that fight to be a fair one.Ravenclaw[image error]- Defined by curiosity and the love of learning- first and foremost. A Ravenclaw will always seek knowledge. They want to know the why of everything. They love learning, and will want to seek as much knowledge as possible.Hufflepuff[image error]- Ultimately, Hufflepuffs are interested in helping both people and animals- much less confrontational or daring than the other houses. They are also the least likely to care about individual achievement or House points- more apt to to focus on their relationships to others rather than things they personally have done.Slytherin[image error]- Slytherins are seeking individual greatness, and the dark and mysterious appeals to them greatly, even if it seems dangerous. They’ll go for experiences that other houses are too afraid to touch.Which house are you?http://www.allthetests.com/quiz30/qui...[image error]Harry has spent another horrible summer dealing with the Dursleys...but hope comes with a rescue from one of his best friends- Ron Weeeeeeeeeasley *said with a squeaky British accent*- and his father's flying car.[image error]So in the dead of night- they arrive at Hogwarts- ready for what the year ahead awaits them...[image error]As usual I will not give too much away...but excitement lurks behind these pages- for young and old....and I for one (somewhere in the middle)- am looking forward to what comes next.* Even though I like for people to think I fall under the mysterious Slytherin- No matter how much I try- I am still a Hufflepuff at heart...apparently.
",5
430,Harry Potter and the Chamber of Secrets,Ayesha{HeirofBookdom},"Jun08,2016",itwasamazing,76 likes,"Me: life's too short to read the same books again and again.Me to me: re-read Harry Potter.
Me: life's too short to read the same books again and again.Me to me: re-read Harry Potter.
",5
431,Harry Potter and the Chamber of Secrets,J.L.Sutton,"May14,2020",itwasamazing,76 likes,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”Like Harry Potter and the Philosopher's Stone, reading JK Rowling's Harry Potter and the Chamber of Secrets was another great walk down Memory Lane! And we get introduced to Dobby! Very happy I decided to revisit Harry Potter's world after all these years. Great storytelling and fun experience! “I'll be in my bedroom, making no noise and pretending I'm not there.” 
“It is our choices, Harry, that show what we truly are, far more than our abilities.”Like Harry Potter and the Philosopher's Stone, reading JK Rowling's Harry Potter and the Chamber of Secrets was another great walk down Memory Lane! And we get introduced to Dobby! Very happy I decided to revisit Harry Potter's world after all these years. Great storytelling and fun experience! “I'll be in my bedroom, making no noise and pretending I'm not there.” 
",5
432,Harry Potter and the Chamber of Secrets,Sara(sarawithoutanH),"Apr26,2016",reallylikedit,75 likes,"2020 re-readI agree with everything I said last re-read. If anything, I liked it more the fourth time reading it. --2016 re-read4.5/5Okay, so I have to admit that this might be my least favorite book in the HP series. But, with that being said, I still love it. It's impossible to not love a HP book.But to be real, the spider scene is lowkey the scariest scene in all of the books. Also, Fawkes is a very underrated character. He is so precious. 
2020 re-readI agree with everything I said last re-read. If anything, I liked it more the fourth time reading it. --2016 re-read4.5/5Okay, so I have to admit that this might be my least favorite book in the HP series. But, with that being said, I still love it. It's impossible to not love a HP book.But to be real, the spider scene is lowkey the scariest scene in all of the books. Also, Fawkes is a very underrated character. He is so precious. 
",4
433,Harry Potter and the Chamber of Secrets,DeliriousDisquisitions,"Jul25,2011",itwasamazing,75 likes,"A Comprehensive List of all the Things I Love About This Book: *The whole flying car escape. The fact that the Weasley twins know how to actually pick locks and that they taught Ron how to do it as well. *The Burrow and its sheer chaotic architecture and the warmth of its people. I want to live here please. *Mr & Mrs. Weasley. Adopt me, please. *Dobby and the whole pudding fiasco! Though Dobby really can be maddening at times, I’m quite fond of him. *The fact that Malfoy talks about Harry to his
A Comprehensive List of all the Things I Love About This Book: *The whole flying car escape. The fact that the Weasley twins know how to actually pick locks and that they taught Ron how to do it as well. *The Burrow and its sheer chaotic architecture and the warmth of its people. I want to live here please. *Mr & Mrs. Weasley. Adopt me, please. *Dobby and the whole pudding fiasco! Though Dobby really can be maddening at times, I’m quite fond of him. *The fact that Malfoy talks about Harry to his family. That he infcat talked of little else the whole damn summer except for “wonderful Potter with his scarand his broomstick”. This is cannon. I cannot even. *Gilderoy motherfuckjng Lockhart LOL. His autograph scenes! When he tells Harry he might be famous enough one day to keep his own stack of autographs handy, When he made Harry reenact all his äccomplishements.” When he tried to duel Snape! 😂😂😂*Mr. Weasley and Lucius Malfoy throwing hands at the bookstore! I DIE! *When HArry and Ron immediately decide to fly to Hogwarts. Like the absolute mad lads! Immediately jumping into the most chaotic plan! *The Whopping Willow attempting murder because someone touched it. Honestly, SAME. *The Deathday Party. I too would like to be able to throw a post mortem party when I die. Why stop the party at death amirite???*Moaning Myrtle moping around and just wanting to be left the fuck alone but also thriving for the drama?? She is me at 16. Seriously. *The general creepy ambiance of this whole book, the mystery. It’s such a step away from the cherry magic of the first. It really sets a more serious (hur) tone for later books in the series. The dismembered Basilisk voice is also one of my favourite things. It's just so creepy? *Hermoine breaking about a million school rules and making the polyjuice potion in an abandoned haunted bathroom after stealing the ingredients from Snape's office! She just went from 0-100 and honestly, this is my favourite version of her. The sheer balls really. *The Dueling Club, while it lasted, is also one of my favourite things about this book. It’s where Harry learns his infamous expelliarmus spell, from Snape of all people. It also forms a precursor of sorts to the DA later on in book 5. *Harry speaking Parseltongue. I know why he loses this ability later on but damn, I want to be able to speak to snakes. *The first of what will, undoubtedly, be many more visits to Dumbledore's office. Harry meeting Fawkes for the first time. *Hagrid being a sweetheart and standing up for Harry. Always. *Slytherin’s common room under the lake. It speaks to my need for the dramatic and I love it. *The fact that Harry is constantly drawn to Riddle’s diary because of the horcrux inside him recognizing it’s other part just blows my mind. This was just book 2 and the clues are scattered so far back its insaneeee!!! This also sets up the beginning of many, many parallels between Harry and Voldemorth; similarities that start to converge by the end of the series. *That fucking Valentine’s day event!! The surly dwarves as cupids! Ginny’s poem! Lockhart suggesting people ask professor snape for a love potion, the mad lad!! Professor Flitwick looking like he’s on the verge of tears from the sheer disgrace of it all!! I DIEEEEE!!!*Riddle. I die laughing every time I read this part. The fact that Voldemorth’s 16 year old self is just such a self important emo kid. The grand villain monologuing? The side smirks? The threats?? Pure fucking gold!! He's supposed to threatening and all, and generally he makes for a terrific villain. But here he’s just Tom and he's 16 and he's just doing these crazy grand Shakespearean monologues and I just find it so terribly funny every time!*The whole diary reveal when Harry finally (finally) solves the mystery. The visual of Harry piercing the diary and all this black ink just dripping out dramatically like blood. My emo teen ass really loved this imagery and I must say I still do. *Lockhart losing his memory from his own memory charm! I just love s dude so, so much you guys!!!*Lucius Malfoy being an absolute snob! He’s such a drama queen, like I totally get where Malfoy gets it from. I adore him! Also I cannot imagine Lucius Malfoy as anyone other than Jason Isaacs with his beautiful blonde wig and cane! What an absolute ICON!*Harry freeing Dobby with the whole sock in diary thing! I love! Honestly, there is probably a whole lot more but these will do for now. Again, objectively speaking, this would probably be a 3.75 stars. But I love this series and cannot read it without remembering it as a whole. So, forgive the biased 5 stars rating.
",5
434,Harry Potter and the Chamber of Secrets,Johann(jobis89),"Jun30,2016",reallylikedit,72 likes,"""It is our choices, Harry, that show what we truly are, far more than our abilities.""Harry, Hermione and Ron return to Hogwarts for their second school year. There's a new Defence Against the Dark Arts teacher, Ginny Weasley has taken a shine to Harry… but the real trouble begins when a number of Hogwarts students are ""petrified"" and rendered immobile. The heir of Slytherin is suspected to be behind these attacks, but who is the heir?These first few books kinda feel like we're laying the groundw
""It is our choices, Harry, that show what we truly are, far more than our abilities.""Harry, Hermione and Ron return to Hogwarts for their second school year. There's a new Defence Against the Dark Arts teacher, Ginny Weasley has taken a shine to Harry… but the real trouble begins when a number of Hogwarts students are ""petrified"" and rendered immobile. The heir of Slytherin is suspected to be behind these attacks, but who is the heir?These first few books kinda feel like we're laying the groundwork for the ""real"" story, which is on its way and will take place from book 3 onwards. I think that's why I view Chamber of Secrets as my least favourite in the series. The first book is special because it's the beginning, we're discovering Hogwarts and the magical world of Harry Potter… but then the second book just isn't as enjoyable as I view it as merely a stepping stone to the real meat of the story. It's still pretty great though... I mean, there isn't one HP book I dislike!One of my favourite aspects of the Chamber of Secrets is finding out more about Voldemort's background. The scenes in the chamber itself are great as more tidbits are unravelled and he reveals exactly what has been going on. Another highlight of Chamber of Secrets is the introduction of Dobby!! He has a big heart and means well… even if he almost kills Harry in the process. Oops. Once again, Hermione is the MVP and proves yet again that those two would have not got very far without her. Hermione is basically the Samwise Gamgee of Harry Potter. I also like how Malfoy seems to have a bigger role in this story, he's fun to hate at this point. This book also introduces us to Gilderoy Lockhart - his narcissism literally cracks me up and I love that Hermione harbours a little crush for him. Colin also slays me when he is obsessed with Harry!I just love how much I actually snigger to myself when reading these books. It's such a testament to Rowling's writing that she has created this story that will fascinate children of all ages, and yet you can equally enjoy it as an adult. Harry Potter transcends all ages! And that is truly magical. 4 glittering sparkly stars!
",4
435,Harry Potter and the Chamber of Secrets,SaadiaB.||CritiConscience,"Sep12,2018",itwasamazing,72 likes,"The magic of Rowling is captivating and spell-bounding.Harry is back at the Dursleys' for his summer break. Their behaviour towards him haven’t changed much, but to the worse when they lock him up in his room with iron rods on all exists. Weasleys come for his rescue in their father’s flying car and Harry’s remaining summer holidays are spent in great spirit at their house. Somehow Harry and Ron are not able to get through the wall for Hogwarts Train. They fly all the way to Hogwarts in Ron’s fa
The magic of Rowling is captivating and spell-bounding.Harry is back at the Dursleys' for his summer break. Their behaviour towards him haven’t changed much, but to the worse when they lock him up in his room with iron rods on all exists. Weasleys come for his rescue in their father’s flying car and Harry’s remaining summer holidays are spent in great spirit at their house. Somehow Harry and Ron are not able to get through the wall for Hogwarts Train. They fly all the way to Hogwarts in Ron’s father’s flying car which gets them in a lot of trouble. Once again the Chamber of Secrets opened; many students were attacked and petrified including Hermione. Harry kills the basilisk who killed Myrtle long time ago and destroyed Tom Riddle’s (also known as Voldemort) book, which controlled Ginny Weasley’s thoughts and made her do all the attacks. “It’s our choices, Harry, that shows what we truly are.” Dumbledore - best line!Blog | YouTube  | Instagram | Facebook | LinkedIn
",5
436,Harry Potter and the Chamber of Secrets,RyanBuckby,"Jun20,2014",itwasamazing,70 likes,"I have lost count on how many times i have re-visited this series and every time i come back i feel like i'm going home because these characters and this world will always have a special place in my heart and i owe it all to J.K Rowling. I remember when i was little and i had to sneak into my older brothers room because he had the books and i didn't at the time, i would take them and read them and my childhood was magical like many other people's childhood all thanks to this series.  It is our c
I have lost count on how many times i have re-visited this series and every time i come back i feel like i'm going home because these characters and this world will always have a special place in my heart and i owe it all to J.K Rowling. I remember when i was little and i had to sneak into my older brothers room because he had the books and i didn't at the time, i would take them and read them and my childhood was magical like many other people's childhood all thanks to this series.  It is our choices, Harry, that show what we truly are, far more than our abilities.  Plot:  This book picks up with Harry once again spending the summer with his family at number 4 privet drive. Waiting for the summer to end so he can finally return to Hogwarts and be with his new found friends Ron and Hermione. However the journey to getting there isn't the best because Dobby the house elf thinking he's doing Harry a favour stops him from walking through the barrier making him and Ron miss the train so they result to flying a car to school. The school year starts of bad for Harry and Ron with them almost getting expelled from the school, but things at the school start to go from odd to strange where the teachers and students life's are put in danger when the Chamber of Secrets is re-opened after 50 years. Even though Chamber of secrets isn't one of my favourites in the series i was listening to this for the first time via audiobook and say since growing older and reading it a few more times i can understand appreciate the story more since i've matured.  Characters:   Harry Potter:  Harry is put to his second ultimate test in the second book after a shocking start to the school year harry finds himself dealing with all the crazy laws and accusations that have come with the chamber of secrets being opened. After its revealed that he can talk to snakes the whole school and some teachers become skeptical about him and this begins his year of trying to prove everyone in the school wrong. I'm glad Harry has Ron and Hermione who believed him from the beginning because if they didn't i feel like Harry would be on his own entirely. As the school year progresses and some of the muggle born students. mrs norris and nearly headless nick are petrified it all comes down to harry to stop it from happening to any more people, were harry meets voldemort for the second time and naturally defeats him.  Ron Weasley:  Ron is one of Harry's best friends throughout the entire series and he provides the comedic relief and trys to see things as rational as he can. I feel like Ron is very underestimated out of the three and its because he is shunned between a famous boy and a clever witch, but i think Ron has an edge on both of the two since he is from a family who grew up in this wizard world so i think it gives him more information that the other two don't know. Ron is also dealing with being put on a scale so high because of who his brothers are and how well they've all done in school so i feel ron knows it and has that to deal with.  Hermione Granger:  One of my favourite characters in this series, because she is truly the brightest witch of her age and i love how she doesn't care what anybody things about her in the way she is so smart and how she looks even though she does get teased by Malfoy and the rest of slytherin because of this. Hermione is the one who fights for whats right and brings a lot of political issues to the surface that this wizarding world seems to be having and yes this world has it's troubles that effect not only Hermione but every muggle born student, house elf etc. She does grow from the first book but don't get me wrong she doesn't change from being that geeky girl who loves to learn which i love about this character. When in doubt, go to the library.  Hearing voices no one else can hear isn't a good sign, even in the wizarding world. This is one series that i will always continue to come back to because it's what got me into reading and got me started for my love of books and i will always be thankful for Jo for writing this magical series. I honestly can't thank her enough because this series is and always will be important to me.
",5
437,Harry Potter and the Chamber of Secrets,ClumsyStoryteller,"Nov08,2016",reallylikedit,70 likes,"“I'll be in my bedroom, making no noise and pretending I'm not there.” “It is our choices, Harry, that show what we truly are, far more than our abilities.”even after all these years i'm still amazed by the magic and the world J.K. Rowling has built. Amazing Author. what i really love about this series is Dobby(the trouble maker) and Ron's family, There’s a real sense of home and family with the Weasleys and Harry being so welcome there(In the book you definitely get a better sense of Harry's lo
“I'll be in my bedroom, making no noise and pretending I'm not there.” “It is our choices, Harry, that show what we truly are, far more than our abilities.”even after all these years i'm still amazed by the magic and the world J.K. Rowling has built. Amazing Author. what i really love about this series is Dobby(the trouble maker) and Ron's family, There’s a real sense of home and family with the Weasleys and Harry being so welcome there(In the book you definitely get a better sense of Harry's loneliness) so it feels comforting reading it. Their feelings for Harry are genuine and have nothing to do with his fame. Despite their bickering, there is so much love, acceptance, and fun amongst the Weasley's 
",4
438,Harry Potter and the Chamber of Secrets,ImogenKathleen,"Dec03,2020",itwasamazing,69 likes,"Reading this book feels like coming home. I love this story and this world, but sadly not all people can say that they feel welcome at Hogwarts anymore. In place of a review, here are some brilliant charities focussed on transgender individuals to check out (and donate if you are able to)!Mermaids UK:- Support transgender youths and their families.- https://mermaidsuk.org.ukSparkle UK:- Support transgender individuals and organise gender-diversity celebrations in Manchester.- https://www.sparkle
Reading this book feels like coming home. I love this story and this world, but sadly not all people can say that they feel welcome at Hogwarts anymore. In place of a review, here are some brilliant charities focussed on transgender individuals to check out (and donate if you are able to)!Mermaids UK:- Support transgender youths and their families.- https://mermaidsuk.org.ukSparkle UK:- Support transgender individuals and organise gender-diversity celebrations in Manchester.- https://www.sparkle.org.ukThe Trevor Project (US only I think?):- 24 hour crisis hotline for LGBTQ+ youths.- https://www.thetrevorproject.orgNational Center for Transgender Equality:- Social justice advocacy for transgender people in the US.- https://transequality.org/aboutTransgender Legal Defense and Education Fund (US):- Seeks to achieve equality for transgender people through public education and policy making.- https://www.transgenderlegal.orgFor anyone struggling, help is out there and it will get better! If you know of any other organisations that should be mentioned (especially outside of the UK/US) please do drop them in the comments! Otherwise, message me and I can add them.
",5
439,Harry Potter and the Chamber of Secrets,AshleyNuckles,"Jun04,2016",itwasamazing,73 likes,"Reread December 2018 for the #HarryXmasToYou readalong! I loved this book just as much, if not more, than the first book! Just as I said with the first book, Rowling has such a way with moving the plot along. Her ability to place little pieces of foreshadowing in the beginning and to keep you right on the edge of finding out the key to uncovering the whole scheme is brilliant! I love her writing style so much and it makes these books a breeze to fly through (even for me who has trouble rereading
Reread December 2018 for the #HarryXmasToYou readalong! I loved this book just as much, if not more, than the first book! Just as I said with the first book, Rowling has such a way with moving the plot along. Her ability to place little pieces of foreshadowing in the beginning and to keep you right on the edge of finding out the key to uncovering the whole scheme is brilliant! I love her writing style so much and it makes these books a breeze to fly through (even for me who has trouble rereading books because I can't stay connected when I know what will happen at the end!) Because I read this book years and years ago I forgot mostly everything about the plot, and it took me a little while into the book to realize what piece of the puzzle went where, but all in all the Chamber of Secrets was another amazing book from Rowling and I can't wait to continue with the series!
",5
440,Harry Potter and the Chamber of Secrets,Nanna,"Jan21,2011",itwasamazing,69 likes,Currently reading for my children’s literature class :),5
441,Harry Potter and the Chamber of Secrets,Stepheny,"Dec01,2011",itwasamazing,68 likes,"About a year ago I threw a tantrum begged Delee to read Harry Potter with me. She had never read it and I just simply can’t accept that. Because let’s face it:.Well, she inevitably,  jumped on the bandwagon with the rest of the world. I was so thrilled that she not only finally read it but that she loved it. It took her a whole year to get around to the next book, but she did and that’s all that matters. She’s already given this one  5 stars! AND we’ve scheduled our reading of Prisoner of Azkaba
About a year ago I threw a tantrum begged Delee to read Harry Potter with me. She had never read it and I just simply can’t accept that. Because let’s face it:.Well, she inevitably,  jumped on the bandwagon with the rest of the world. I was so thrilled that she not only finally read it but that she loved it. It took her a whole year to get around to the next book, but she did and that’s all that matters. She’s already given this one  5 stars! AND we’ve scheduled our reading of Prisoner of Azkaban for August** of this year. I’m one excited Potthead!Chamber of Secrets catches some heat from fans for being too much like the first one. But, I assure you it’s really not that similar. Sure, there’s our favorite trio once again keeping secrets from adults who could totally use that information. Sure, there’s something sinister going on in the school causing everyone’s feathers to be ruffled. Sure, there’s a Professor who isn’t exactly who he says he is.But, this story is different. And damn it, it is FUN. I can’t tell you, now, how many times I have reread this series. What I can  tell you is that every single time this one gets funnier and funnier. There was more than one occasion where my giggling fits caused the bed to shake leading to Jerrid’s disgruntled complaints. His grumblings went unnoticed though, for how am I to show any self-control whenever Professor Lockhart is in the room? JK Rowling’s books are something truly special, something that will live within us for the rest of our lives. The quotes from these books are as engrained in our brains as our own names. I look forward to continuing this journey with Delee. I can only hope that there will be others that will follow her lead and give these books a chance when they thought them not worth their time. Trust me on this, if you’re not reading these books you’re making a huge mistake. Just remember what Dumbledore says: “It is our choices, Harry, that show what we truly are, far more than our abilities.” You’re my next victim prospect, Jeff. Best be ready, MahFah.
",5
